corta,clave,descripcion,presentacion,tipo
3619,010.000.3619.00,BICARBONATO DE SODIO Solución  inyectable  al 7.5% 0.75 g/10 ml 50 ampolletas con 10 ml,Envase con 50 ampolletas de 10 ml. Cada ampolleta con 10 ml. contiene: Bicarbonato de sodio 8.9 mEq. ,False
3618,010.000.3618.00,BICARBONATO DE SODIO Solución  inyectable  al 7.5% 3.75 g/50 ml Envase con 50 ml,Envase con frasco ámpula de 50 ml. El envase con 50 ml. contiene: Bicarbonato de sodio 44.5 mEq. ,False
2653,040.000.2653.00,BIPERIDENO Solución inyectable 5 mg/ml 5 ampolletas con un ml,Envase con 5 ampolletas de 1 ml. ,False
2652,040.000.2652.00,BIPERIDENO Tableta 2 mg 50 tabletas,Envase con 50 tabletas. ,False
1263,010.000.1263.00,BISMUTO Suspensión oral 1.750 g/ 100 ml Envase con 240 ml,Envase con 240 ml. ,False
1767,010.000.1767.00,BLEOMICINA. SOLUCION INYECTABLE. CADA AMPOLLETA CON LIOFILIZADO CONTIENE: SULFATO DE BLEOMICINA EQUIVALENTE A 15 U. I. DE BLEOMICINA. ENVASE CON UNA AMPOLLETA DE 5 ML.,PIEZA,False
SC-0000120,SC-0000120,BOLSA AUTOSELLANTES PARA ESTERILIZACIÒN DE 9 POR 25.4 CM. ENVASE CON 200 BOLSAS,ENVACE CON 200 PIEZAS ,True
601252901,060.125.2901,BOLSA DE HULE NATURAL O SINTÉTICO DE TEXTURA BLANDA O FLEXIBLE CON TAPÓN PARA: AGUA CALIENTE (CAPACIDAD 1750 A 2000 ML). PIEZA,PIEZA        ,True
601251960,060.125.1960,BOLSA DE PAPEL GRADO MEDICO MIXTA CON POROSIDAD CONTROLADA. HIDROFUGO. PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y PELICULA PLASTICA TRANSPARENTE. TERMOSOLDABLE. MEDIDAS 20 X 42 CM ENVASE CON 1000 PIEZAS,ENVASE CON 1000 PIEZAS.,True
601251945,060.125.1945,BOLSA DE PAPEL GRADO MEDICO MIXTA CON POROSIDAD CONTROLADA. HIDROFUGO. PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y PELICULA PLASTICA TRANSPARENTE. TERMOSOLDABLE. MEDIDAS 30 X 51 CM ENVASE CON 500 PIEZAS,ENVASE CON 500 PIEZAS.,True
601251929,060.125.1929,BOLSA DE PAPEL GRADO MEDICO MIXTA CON POROSIDAD CONTROLADA. HIDROFUGO. PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y PELICULA PLASTICA TRANSPARENTE. TERMOSOLDABLE. MEDIDAS 40 X 58 CM ENVASE CON 250 PI,ENVASE CON 250 PIEZAS.,True
601252695,060.125.2695,BOLSA DE PAPEL GRADO MEDICO PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y SISTEMA DE APERTURA MEDIDAS 14 X 33 X 4.5 CM (CON CARTERA INTEGRADA DE 25 X 30 CM) ENVASE CON 1000 PIEZAS.,ENVASE CON 1000 PIEZAS.,True
601252877,060.125.2877,BOLSA DE PAPEL GRADO MEDICO PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y SISTEMA DE APERTURA MEDIDAS 18 X 33 X 6 CM ENVASE CON  1000 PIEZAS,ENVASE CON 1000 PIEZAS.,True
601252836,060.125.2836,BOLSA DE PAPEL GRADO MEDICO PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y SISTEMA DE APERTURA MEDIDAS 25 X 38 X 8 CM ENVASE CON  500 PIEZAS,ENVASE CON 500 PIEZAS.,True
601252844,060.125.2844,BOLSA DE PAPEL GRADO MEDICO PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y SISTEMA DE APERTURA MEDIDAS 32 X 62 X 12 CM ENVASE CON  250 PIEZAS,ENVASE CON 250 PIEZAS.,True
601252760,060.125.2760,BOLSA DE PAPEL GRADO MEDICO PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUÍMICO IMPRESO Y SISTEMA DE APERTURA MEDIDAS 6 X 18 X 3 CM ENVASE CON 1000 PIEZAS,ENVASE CON 1000 PIEZAS.,True
601252711,060.125.2711,BOLSA DE PAPEL GRADO MEDICO PARA ESTERILIZAR CON GAS O VAPOR CON O SIN TRATAMIENTO ANTIBACTERIANO CON REACTIVO QUIMICO IMPRESO Y SISTEMA DE APERTURA MEDIDAS 7.5 X 48 X 4 CM ENVASE CON 1000 PIEZAS.,ENVASE CON 1000 PIEZAS.,True
601252679,060.125.2679,"BOLSA DE PAPEL GRADO MÉDICO. PARA ESTERILIZAR CON GAS O VAPOR. CON O SIN TRATAMIENTO ANTIBACTERIANO, CON REACTIVO QUÍMICO IMPRESO Y SISTEMA DE APERTURA. MEDIDAS: 12.0 X 26.0 X 4.0 CM. ENVASE CON 1000 PIEZAS.",ENVASE CON 1000 PIEZAS.,True
601252653,060.125.2653,"BOLSA DE PAPEL GRADO MÉDICO. PARA ESTERILIZAR CON GAS O VAPOR. CON O SIN TRATAMIENTO ANTIBACTERIANO, CON REACTIVO QUÍMICO IMPRESO Y SISTEMA DE APERTURA. MEDIDAS: 7.5 X 23.0 X 4.0 CM. ENVASE CON 1000 PIEZAS.",ENVASE CON 1000 PIEZAS.,True
601253778,060.125.3778,"BOLSA ESTÉRIL Y DESECHABLE DE CLORURO DE POLIVINILO, PARA RECOLECCIÓN DE MUESTRA DE LÍQUIDO DIALIZADO, CAPACIDAD DE 150 ML. CONTIENE: UN SITIO ELASTICO CON PROTECTOR, TUBO DE 4.33 MM DE DIAMETRO INTERNO, 5.97 MM DE DIAMETRO EXTERNO Y 300 MM DE LONGITUD, PINZA OBTURADORA, ADAPTADOR DE CIERRE TIPO LUER MACHO Y PROTECTOR. ESTERIL Y DESECHABLE. PIEZA.",PIEZA,True
601250038,060.125.0038,"BOLSA PARA ALIMENTACION PARENTERAL PEDIATRICA DE 500 ML. ESTERIL, DE ETIVINIL ACETATO, CON BURETA DE 150 ML. GRADUADA PARA LLENADO DE LA BOLSA EN VOLUMENES PRECISOS CON CAPSULA DE INYECCION PARA MEDICAMENTOS, CON CONEXIÓN LUER LOCK PARA EL SISTEMA DE LLENADO. PIEZA",PIEZA,True
601253925,060.125.3925,"BOLSA PARA ALIMENTACIÓN PARENTERAL, NEONATAL, DE 250 ML, ESTÉRIL, DE ETILVINIL ACETATO, CON ESCALA DE MEDICIÓN CADA 50 ML, SISTEMA DE LLENADO, SITIO DE INYECCIÓN, SISTEMA OBTURADOR Y ASA PARA COLGAR. PIEZA.",PIEZA,True
601250236,060.125.0236,BOLSA PARA ENEMA CAP. 1500 ML. CON TUBO TRASPORTADOR DE 5.0 A 6.0 MM DE DIAMETRO INTERNO 128 CM DE LONG. Y DISPOSITIVO OBTURADOR DE PLASTICO PARA CONTROL DE FLUJO. EL EXTREMO PROXIMAL DEBE TENER LA PUNTA ROMA SIN FILOS. UN ORIFICIO LATERAL CERCANO A LA PUNTA. PIEZA,PIEZA,True
601252828,060.125.2828,BOLSA PARA ESTERILIZACIÓN CON GAS O VAPOR. MEDIDAS: 9.0 X 12.5 X 5.0 CM. ENVASE CON 1000 PIEZAS.,ENVASE CON 1000 PIEZAS.,True
601250590,060.125.0590,"BOLSA PARA ILEOSTOMIA O COLOSTOMIA. EQUIPO COMPUESTO DE:  CUATRO BOLSAS DE PLASTICO, GRADO MEDICO, SUAVE, TRANSPARENTE, A PRUEBA DE OLOR DRENABLE EN FORMA DE BOTELLA DE 30 X 15 CM. ABIERTA EN SU PARTE MAS ANGOSTA, CON CUELLO DE 6 A 9 CM. DE ANCHO Y DE LARGO. PAQUETE CON 4 BOLSAS Y 4 PLACAS.",PIEZA,True
601250582,060.125.0582,"BOLSA PARA ILEOSTOMÍA O COLOSTOMÍA. TAMAÑO ADULTO. AUTOADHERIBLE, DE PLÁSTICO GRADO MÉDICO, SUAVE, TRANSPARENTE, A PRUEBA DE OLOR, DRENABLE, EN FORMA DE BOTELLA DE 30 X 15 CM ABIERTA EN SU PARTE MÁS ANGOSTA, CON CUELLO DE 6 A 9 CM DE ANCHO Y 3.0 A 6.2 CM DE LARGO, CON PINZA DE SEGURIDAD O MECANISMO DE CIERRE, CON PROTECTOR DE PIEL INTEGRADO A BASE DE CARBOXIMETILCELULOSA SÓDICA, CON ADHESIVO, CON GUÍA RECORTABLE QUE PERMITA ABRIR ORIFICIO PARA EL ESTOMA A DIFERENTES MEDIDAS QUE VAN DE 25 A 60 MM, LA CARA INTERNA DEBERÁ TENER UN PROTECTOR QUE EVITE LA IRRITACIÓN DE LA PIEL. PIEZA.",PIEZA.,True
601253776,060.125.3776,BOLSA PARA ILEOSTOMÌA O COLOSTOMÌA. TAMAÑO INFANTIL. AUTOADHERIBLE DE PLASTICO GRADO MÈDICO SUAVE TRANSPARENTE A PRUEBA DE OLOR DRENABLE EN FORMA DE BOTELLA DE 23 X 13 CM ABIERTA EN SU PARTE MÀS ANGOSTA CON CUELLO ANCHO 5 A 6 CM Y 3 A 5 CM. PIEZA           ,PIEZA,True
601253917,060.125.3917,BOLSA PARA ILEOSTOMÌA O COLOSTOMÌA. TAMAÑO NEONATAL. AUTOADHERIBLE DE PLÀSTICO GRADO MPEDICO SUAVE TRANSPARENTE A PRUEBA DE OLOR DRENABLE EN FORMA DE BOTELLA DE 21.5 X 8.6 CM. CON PINZA DE SEGURIDAD MECANISMO DE CIERRE CON PROTECTOR DE PIEL INTEGRADO. PIEZA   ,PIEZA,True
601253602,060.125.3602,"BOLSA PARA NUTRICION ENTERAL, ESTERIL CON EQUIPO INTEGRADO PARA BOMBA, CAPACIDAD DE 1000 ML. PIEZA.",PIEZA.,True
601251879,060.125.1879,"BOLSA PARA RECOLECION DE ORINA. RECTANGULAR, ELABORADA A BASE DE CLORURO DE POLIVINILO CON GRADUACIONES CADA 100 ML Y LECTURA CADA 200 ML. SISTEMA CERRADO. CAPACIDAD: 2000 ML. PIEZA.",PIEZA.,True
601250228,060.125.0228,"BOLSA PARA UROCULTIVO (NIÑO). ESTÉRIL, DE PLÁSTICO GRADO MÉDICO, FORMA RECTANGULAR, CON CAPACIDAD DE 50 ML Y ESCALA DE 10, 20, 30 Y 50 ML, CON ORIFICIO REDONDO DE 30 MM, ÁREA ADHESIVA.  DE 45 X 60 MM. PIEZA. ",PIEZA,True
601250244,060.125.0244,"BOLSA PARA UROCULTIVO NIÑA ESTERIL, DE PLASTICO GRADO MEDICO, FORMA RECTANGULAR CON CAPACIDAD DE 50 ML Y ESCALA DE 10, 20, 30 Y 50 ML CON ORIFICIO EN FORMA DE PERA 2.5 CM EN SU LADO MAS ANCHO Y 1 CM EN EL MAS ANGOSTO AREA ADHESIVA DE 45 Y 60 MM. PIEZA.",PIEZA.,True
601253990,060.125.3990,"BOLSAS DE POLIETILENO COLOR AMARILLO TRASLUCIDO, IMPERMEABLE, MARCADA CON LA LEYENDA : ""RESIDUOS PELIGROSOS BIOLOGICO INFECCIOSOS"" Y CON EL SIMBOLO UNIVERSAL DE RIESGO BIOLOGICO. CALIBRE 300. TAMAÑO DE 30X70 CM. PIEZA",PIEZA,True
601254006,060.125.4006,"BOLSAS DE POLIETILENO COLOR AMARILLO TRASLUCIDO, IMPERMEABLE, MARCADA CON LA LEYENDA : ""RESIDUOS PELIGROSOS BIOLOGICO INFECCIOSOS"" Y CON EL SIMBOLO UNIVERSAL DE RIESGO BIOLOGICO. CALIBRE 300. TAMAÑO DE 50X65 CM. PIEZA",PIEZA,True
601253982,060.125.3982,"BOLSAS DE POLIETILENO COLOR AMARILLO TRASLÚCIDO, IMPERMEABLE, MARCADA CON LA LEYENDA: “RESIDUOS PELIGROSOS BIOLÓGICO-INFECCIOSOS” Y CON EL SÍMBOLO UNIVERSAL DE: RIESGO BIOLÓGICO. CALIBRE MÍNIMO 300. TAMAÑO DE: 25 X 35 CM. PIEZA",PIEZA,True
601253933,060.125.3933,"BOLSAS DE POLIETILENO COLOR ROJO TRASLÚCIDO, IMPERMEABLE, MARCADA CON LA LEYENDA: “RESIDUOS PELIGROSOS BIOLÓGICO-INFECCIOSOS” Y CON EL SÍMBOLO UNIVERSAL DE: RIESGO BIOLÓGICO. CALIBRE MÍNIMO 200. TAMAÑO DE: 25 X 35 CM. PIEZA",PIEZA,True
601253230,060.125.3230,"BOLSAS PARA USO GENERAL, DE POLETILENO. MEDIDAS 60X80 ENVASE 100 PIEZAS",ENVASE 100 PIEZAS,True
601252505,060.125.2505,"BOLSAS PARA USO GENERAL, DE POLIETILENO. MEDIDAS 30X20 ENVASE 100 PIEZAS",ENVASE 100 PIEZAS,True
601300015,060.130.0015,BOTAS PARA USO  EN QUIROFANO DESECHABLE. ENVASE CON 25 PARES.,ENVASE CON 25 PARES.,True
601320054,060.132.0054,BRAZALETE PARA IDENTIFICACIÓN DE PLASTICO. ADULTO. PAQUETE. ENVASE C/100 PIEZAS, PIEZA.,True
601320203,060.132.0203,BRAZALETE PARA IDENTIFICACIÓN DE PLASTICO. INFANTIL. PAQUETE. ENVASE C/100 PIEZAS, PIEZA.,True
SC-0000061,SC-0000061,BRIMONIDINA SOLUC. OFTALMICA CAD ML CONTIENE TARTRATO DE BRIMONIDINA 2 MG,PIEZA,False
4420,010.000.4420.00,BRIMONIDINA-TIMOLOL Solución  oftálmica 2.00 mg / 6.80 mg Envase con gotero integral  con 5 ml.,Envase con gotero integral con 5 ml. ,False
1096,010.000.1096.00,BROMOCRIPTINA Tableta 2.5 mg 14 tabletas, Envase con 14 tabletas. ,False
4059,010.000.4059.00,BROMURO DE ROCURONIO SOLUCIÓN INYECTABLE 50 MG / 5 ML. CAJA CON 12 AMPOLLETAS., Envase con 12 ampolletas o frascos ámpula de 5 ml. ,False
271,010.000.0271.00,BUPIVACAÍNA Solución  inyectable 5 mg/ml Envase con 30 ml,Envase con 30 ml. ,False
4055,010.000.4055.00,BUPIVACAÍNA Solución  inyectable Bupivacaína  15 mg Dextrosa  240 mg 5 ampolletas con 3 ml,Envase con 5 ampolletas con 3 ml. ,False
SC-0000063,SC-0000063,BUPIVACAINA SOLUCION INYECTABLE 50MG/ 10ML AMPULA,PIEZA,False
2098,040.000.2098.00,BUPRENORFINA Parche 20 mg Envase con 4 parches,Envase con 4 parches. ,False
2097,040.000.2097.00,BUPRENORFINA Parche 30 mg Envase con 4 parches,Envase con 4 parches,False
4026,040.000.4026.00,BUPRENORFINA Solución  inyectable 0.30 mg/ ml 6 ampolletas o frasco  ámpula con 1 ml, Envase con 6 ampolletas o frascos ámpula con 1 ml. ,False
2100,040.000.2100.00,BUPRENORFINA Tableta  sublingual 0.2 mg 10 tabletas, Envase con 10 tabletas. ,False
2100.01,040.000.2100.01,BUPRENORFINA Tableta  sublingual 0.2 mg 20 tabletas,Envase con 20 tabletas. ,False
2146,010.000.2146.00,BUTILHIOSCINA­ METAMIZOL Solución inyectable 20 mg/2.5 g/5 ml 5 ampolletas con 5 ml,Envase con 5 ampolletas de 5 ml. ,False
1206,010.000.1206.00,BUTILHIOSCINAO  HIOSCINA Gragea o tableta 10 mg 10 grageas o tabletas,Envase con 10 grageas o tabletas.,False
1207,010.000.1207.00,BUTILHIOSCINAO  HIOSCINA Solución inyectable 20 mg/ ml 3 Ampolletas con 1.0 ml,Envase con 3 ampolletas de 1 ml. ,False
5658,010.000.5658.00,CABAZITAXEL SOLUCIÓN INYECTABLE CADA FRASCO ÁMPULA CONTIENE: CABAZITAXEL  ACETONA SOLVATO         60 MG,ENVASE CON UN FRASCO ÁMPULA CON 1.5 ML Y UN FRASCO ÁMPULA CON 4.5 ML DE DILUYENTE.,False
601570104,060.157.0104,CAL SODADA CON INDICADOR LATA 16 KG ENVASE,LATA DE 5 KG.,True
1006,010.000.1006.00,CALCIO Comprimido  efervescente 500 mg 12 comprimidos,Envase con 12 comprimidos. ,False
1095,010.000.1095.00,CALCITRIOL Cápsula de  gelatina blanda 0.25 microgramo 50 cápsulas,Envase con 50 cápsulas. ,False
602310625,060.231.0625,"CAMPO HENDIDO PARA OFTALMOLOGIA Y PROCEDIMIENTOS MENORES.  DE TELA NO TEJIDA DE POLIPROPILENO, IMPERMEABLE A LA PENETRACIÓN DE LÍQUIDOS Y FLUIDOS, COLOR ANTIRREFLEJANTE, NO TRANSPARENTE, ANTIESTÁTICA Y RESISTENTE A LA TENSIÓN EN USO NORMAL. ESTÉRIL Y Y DESECHABLE. MEDIDAS: 45 ±5 CM X 45 ±5 CM. PIEZA.",PIEZA,True
602310633,060.231.0633,"CAMPO HENDIDO PARA OTORRINOLARINGOLOGIA, ANESTESIOLOGIA Y OTROS. DE TELA NO TEJIDA DE POLIPROPILENO, IMPERMEABLE A LA PENETRACIÓN DE LÍQUIDOS Y FLUIDOS, COLOR ANTIRREFLEJANTE, NO TRANSPARENTE, ANTIESTÁTICA Y RESISTENTE A LA TENSIÓN EN USO NORMAL. ESTÉRIL  Y DESECHABLE. MEDIDAS: 70 ±5 CM X 70±5 CM. PIEZA.",PIEZA,True
602310617,060.231.0617,"CAMPO SENCILLO.  DE TELA NO TEJIDA DE POLIPROPILENO, IMPERMEABLE A LA PENETRACIÓN DE LÍQUIDOS Y FLUIDOS, COLOR ANTIRREFLEJANTE, NO TRANSPARENTE, ANTIESTÁTICA Y RESISTENTE A LA TENSIÓN EN USO NORMAL. ESTÉRIL Y DESECHABLE. MEDIDAS: 90 ±10 CM X 90 ±10 CM. PIEZA",PIEZA,True
2530,010.000.2530.00,CANDESARTÁN CILEXETILO-  HIDROCLOROTIAZIDA Tableta 16.0 mg/ 12.5mg 28 tabletas,Envase con 28 tabletas. ,False
SC-0000057,SC-0000057,"CANULA DE PRESION POSITIVA CONTINUA EN LA VIA AEREA PARA VENTILACION (CPAP),  CON SISTEMA DE FIJACION AL PACIENTE.  NO. 0. TAMAÑO PREMATUROS. PIEZA.",PIEZA,True
SC-0000056,SC-0000056,"CANULA DE PRESION POSITIVA CONTINUA EN LA VIA AEREA PARA VENTILACION (CPAP),  CON SISTEMA DE FIJACION AL PACIENTE.  NO. 00. TAMAÑO PREMATUROS. PIEZA.",PIEZA,True
SC-0000055,SC-0000055,"CANULA DE PRESION POSITIVA CONTINUA EN LA VIA AEREA PARA VENTILACION (CPAP), CON SISTEMA DE FIJACION AL PACIENTE.  NO. 1. TAMAÑO NEONATAL. PIEZA.",PIEZA,True
SC-0000054,SC-0000054,"CANULA DE PRESION POSITIVA CONTINUA EN LA VIA AEREA PARA VENTILACION (CPAP), CON SISTEMA DE FIJACION AL PACIENTE.  NO. 2. TAMAÑO INFANTIL. PIEZA.",PIEZA,True
SC-0000053,SC-0000053,"CANULA DE PRESION POSITIVA CONTINUA EN LA VIA AEREA PARA VENTILACION (CPAP), CON SISTEMA DE FIJACION AL PACIENTE.  NO. 3. TAMAÑO INFANTIL. PIEZA.",PIEZA,True
601670680,060.167.0680,CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO. 6. LONG. 110 MM. PIEZA.,PIEZA.,True
601670458,060.167.0458,CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.0  LONG. 50 MM. PIEZA, PIEZA,True
601673304,060.167.3304,CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.00. LONG. 40 MM. PIEZA.,PIEZA.,True
601673312,060.167.3312,CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.1. LONG. 60 MM. PIEZA.,PIEZA.,True
601670466,060.167.0466,CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.2. LONG. 70 MM. PIEZA.,PIEZA.,True
601673320,060.167.3320,CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.3.  LONG 80 MM. PIEZA.,PIEZA.,True
601670482,060.167.0482,CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.4. LONG. 90 MM. PIEZA.,PIEZA.,True
601673346,060.167.3346,CÁNULA OROFARINGEA DE PLÁSTICO TRANSPARENTE MODELO GUEDEL/BERMAN NO.5. LONG 100 MM. PIEZA,PIEZA,True
SC-0000052,SC-0000052,"CANULA PARA TRAQUEOSTOMIA ADULTO DE PVC SIN GLOBO, RADIOPACO, CON ENDOCANULA. PLACA DE RETENCION CON ANILLO ROSCADO PARA LA FIJACION DE LA ENDOCANULA Y GUIA DE INSERCION. ESTERIL Y DESECHABLE. DIAMETRO INTERNO 6.5 MM. PIEZA.",PIEZA,True
601688245,060.168.8245,"CANULA PARA TRAQUEOSTOMIA ADULTO DE PVC SIN GLOBO, RADIOPACO, CON ENDOCANULA. PLACA DE RETENCION CON ANILLO ROSCADO PARA LA FIJACION DE LA ENDOCANULA Y GUIA DE INSERCION. ESTERIL Y DESECHABLE. DIAMETRO INTERNO 8.0 MM ± 0.2 MM DIAMETRO EXTERNO 11.3 MM ± 0. PIEZA",PIEZA,True
601670805,060.167.0805,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE  3. PIEZA.",PIEZA.,True
601670821,060.167.0821,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE  4. PIEZA.",PIEZA.,True
601670847,060.167.0847,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE  5. PIEZA.",PIEZA.,True
601670862,060.167.0862,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE  6. PIEZA.",PIEZA.,True
601670888,060.167.0888,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE  7. PIEZA.", PIEZA.,True
601670904,060.167.0904,"CÁNULA PARA TRAQUEOSTOMIA CONSTAN DE CIERRE ROTATORIO CON TUBO INTERIOR INTERCAMBIABLE TUBO EXTERIOR, PILOTO, TUBO INTERIOR CON VALVULA TUCKER DE PLATA. MODELO JACKSON CALIBRE  8. PIEZA.",PIEZA.,True
601680945,060.168.0945,"CANULA PARA TRAQUEOSTOMÍA, ADULTO, DE CLORURO DE POLIVINILO, CON BALÓN, CURVADA, CINTA DE FIJACIÓN, GLOBO DE BAJA PRESIÓN Y ALTO VOLUMEN, RADIOPACA, CON ENDOCÁNULA, PLACA DE RETENCIÓN DE LA ENDOCÁNULA Y GUÍA DE INSERCIÓN. ESTÉRIL Y DESECHABLE.   DIÁMETRO          INTERNO:7.0 MM ±  0.2 MM      EXTERNO: 9.4 MM ± 0.6 MM        LONGITUD:                70 MM ± 5  MM. PIEZA",PIEZA,True
601688138,060.168.8138,"CANULA PARA TRAQUEOSTOMÍA, ADULTO, DE CLORURO DE POLIVINILO, CON BALÓN, CURVADA, CINTA DE FIJACIÓN, GLOBO DE BAJA PRESIÓN Y ALTO VOLUMEN, RADIOPACA, CON ENDOCÁNULA, PLACA DE RETENCIÓN DE LA ENDOCÁNULA Y GUÍA DE INSERCIÓN. ESTÉRIL Y DESECHABLE.   DIÁMETRO       DIÁMETRO   INTERNO:      EXTERNO:        LONGITUD:      8.0 MM ±  0.2 MM    11.3 MM ± 0.5 MM       74 MM ± 5  MM. PIEZA",PIEZA,True
601688146,060.168.8146,"CANULA PARA TRAQUEOSTOMÍA, ADULTO, DE CLORURO DE POLIVINILO, CON BALÓN, CURVADA, CINTA DE FIJACIÓN, GLOBO DE BAJA PRESIÓN Y ALTO VOLUMEN, RADIOPACA, CON ENDOCÁNULA, PLACA DE RETENCIÓN DE LA ENDOCÁNULA Y GUÍA DE INSERCIÓN. ESTÉRIL Y DESECHABLE.   DIÁMETRO       DIÁMETRO   INTERNO:      EXTERNO:        LONGITUD:      9.0 MM ±  0.2 MM    11.4 MM ± 1.2 MM       80 MM ± 5  MM. PIEZA",PIEZA,True
601688161,060.168.8161,"CANULA PARA TRAQUEOSTOMÍA, ADULTO, DE CLORURO DE POLIVINILO, CON BALÓN, CURVADA, CINTA DE FIJACIÓN, GLOBO DE BAJA PRESIÓN Y ALTO VOLUMEN, RADIOPACA, CON ENDOCÁNULA, PLACA DE RETENCIÓN DE LA ENDOCÁNULA Y GUÍA DE INSERCIÓN. ESTÉRIL Y DESECHABLE.   DIÁMETRO  INTERNO:10 .0 MM ±  0.2 MM EXTERNO: 13.0 MM ± 1.0 MM  LONGITUD:     84 MM ± 5  MM. PIEZA. ",PIEZA,True
601688237,060.168.8237,"CANULA PARA TRAQUEOSTOMÍA, ADULTO, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIO PACO, CON ENDOCÁNULA. PLACA DE RETENCIÓN CON ANILLO ROSCADO PARA LA FIJACIÓN DE LA ENDOCÁNULA Y GUÍA DE INSERCIÓN. ESTÉRIL Y DESECHABLE.  DIÁMETRO     INTERNO: :7.0 MM ± 0.2 MM  EXTERNO:9.6 MM ± 0.5 MM LONGITUD    70 MM ± 5 MM. PIEZA",PIEZA,True
601688211,060.168.8211,"CANULA PARA TRAQUEOSTOMÍA, ADULTO, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIO PACO, CON ENDOCÁNULA. PLACA DE RETENCIÓN CON ANILLO ROSCADO PARA LA FIJACIÓN DE LA ENDOCÁNULA Y GUÍA DE INSERCIÓN. ESTÉRIL Y DESECHABLE.  DIÁMETRO  INTERNO: 6.0 MM ± 0.2 MM  EXTERNO: 8.5 MM ± 0.5 MM LONGITUD:     64 MM ± 5 MM. PIEZA",PIEZA,True
601663008,060.166.3008,"CANULA PARA TRAQUEOSTOMÍA, NEONATAL, DE CLORURO DE POLIVINILO, SIN GLOBO, RADIOPACA, CON CONECTOR INCLUIDO CON ENTRADA DE 15 MM, SIN ENDOCÁNULA, CON OBTURADOR Y CINTA DE FIJACIÓN. ESTÉRIL Y DESECHABLE.   DIÁMETRO       INTERNO:  3.0 MM ± 0.15 MM  EXTERNO:5.2 MM ± 0.5 MM  LONGITUD:     32 MM ± 5 MM. PIEZA",PIEZA,True
